Âge,Attrition,VoyageD'Affaires,TarifQuotidien,Service,DistanceMaison,Éducation,DomaineÉducation,NombreEmployés,NuméroD'Employé,SatisfactionEnvironnement,Genre,TarifHoraire,EngagementTravail,ÉchellePoste,ResponsabilitéPoste,SatisfactionTravail,ÉtatCivil,SalaireMensuel,TarifMensuel,NombreEntreprisesDéjàTravaillé,PlusDe18,TempsSupplémentaire,AugmentationSalairePourcentage,CotePerformance,SatisfactionRelation,HeuresTravailléesStandard,NiveauOptionStocks,AnnéesTravailléesTotal,NombreFormationsAnDernier,ÉquilibreTravailFamille,AnnéesEmployé,AnnéesPosteActuel,AnnéesDepuisDernièrePromotion,AnnéesAvecGestionnaireActuel
52,Non,Voyage_Rarement,1053,Recherche et développement,1,2,Sciences biologiques,1,976,4,Homme,70,3,4,Gestionnaire,4,Marié(e),17099,13829,2,O,Non,15,3,2,80,1,26,2,2,9,8,7,8
58,Oui,Voyage_Rarement,289,Recherche et développement,2,3,Diplôme technique,1,977,4,Homme,51,3,1,Scientifique chercheur(e),3,Célibataire,2479,26227,4,O,Non,24,4,1,80,0,7,4,3,1,0,0,0
53,Non,Voyage_Rarement,1376,Ventes,2,2,Médical,1,981,3,Homme,45,3,4,Gestionnaire,3,Divorcé(e),14852,13938,6,O,Non,13,3,3,80,1,22,3,4,17,13,15,2
30,Non,Voyage_Rarement,231,Ventes,8,2,Autre,1,982,3,Homme,62,3,3,Directeur/directrice commercial,3,Divorcé(e),7264,9977,5,O,Non,11,3,1,80,1,10,2,4,8,4,7,7
38,Non,Ne_Voyage_Pas,152,Ventes,10,3,Diplôme technique,1,983,3,Femme,85,3,2,Directeur/directrice commercial,4,Célibataire,5666,19899,1,O,Oui,13,3,2,80,0,6,1,3,5,3,1,3
35,Non,Voyage_Rarement,882,Ventes,3,4,Sciences biologiques,1,984,4,Homme,92,3,3,Directeur/directrice commercial,4,Divorcé(e),7823,6812,6,O,Non,13,3,2,80,1,12,2,3,10,9,0,8
39,Non,Voyage_Rarement,903,Ventes,2,5,Sciences biologiques,1,985,1,Homme,41,4,3,Directeur/directrice commercial,3,Célibataire,7880,2560,0,O,Non,18,3,4,80,0,9,3,3,8,7,0,7
40,Oui,Ne_Voyage_Pas,1479,Ventes,24,3,Sciences biologiques,1,986,2,Femme,100,4,4,Directeur/directrice commercial,2,Célibataire,13194,17071,4,O,Oui,16,3,4,80,0,22,2,2,1,0,0,0
47,Non,Voyage_Souvent,1379,Recherche et développement,16,4,Médical,1,987,3,Homme,64,4,2,Chef de la production,3,Divorcé(e),5067,6759,1,O,Oui,19,3,3,80,0,20,3,4,19,10,2,7
36,Non,Ne_Voyage_Pas,1229,Ventes,8,4,Diplôme technique,1,990,1,Homme,84,3,2,Directeur/directrice commercial,4,Divorcé(e),5079,25952,4,O,Non,13,3,4,80,2,12,3,3,7,7,0,7
31,Oui,Ne_Voyage_Pas,335,Recherche et développement,9,2,Médical,1,991,3,Homme,46,2,1,Scientifique chercheur(e),1,Célibataire,2321,10322,0,O,Oui,22,4,1,80,0,4,0,3,3,2,1,2
33,Non,Ne_Voyage_Pas,722,Ventes,17,3,Sciences biologiques,1,992,4,Homme,38,3,4,Gestionnaire,3,Célibataire,17444,20489,1,O,Non,11,3,4,80,0,10,2,3,10,8,6,0
29,Oui,Voyage_Rarement,906,Recherche et développement,10,3,Sciences biologiques,1,994,4,Femme,92,2,1,Scientifique chercheur(e),1,Célibataire,2404,11479,6,O,Oui,20,4,3,80,0,3,5,3,0,0,0,0
33,Non,Voyage_Rarement,461,Recherche et développement,13,1,Sciences biologiques,1,995,2,Femme,53,3,1,Scientifique chercheur(e),4,Célibataire,3452,17241,3,O,Non,18,3,1,80,0,5,4,3,3,2,0,2
45,Non,Voyage_Rarement,974,Recherche et développement,1,4,Médical,1,996,4,Femme,91,3,1,Technicien(ne) en laboratoire,4,Divorcé(e),2270,11005,3,O,Non,14,3,4,80,2,8,2,3,5,3,0,2
50,Non,Voyage_Rarement,1126,Recherche et développement,1,2,Médical,1,997,4,Homme,66,3,4,Directeur/directrice de recherche,4,Divorcé(e),17399,6615,9,O,Non,22,4,3,80,1,32,1,2,5,4,1,3
33,Non,Voyage_Souvent,827,Recherche et développement,1,4,Autre,1,998,3,Femme,84,4,2,Représentant(e) en santé,2,Marié(e),5488,20161,1,O,Oui,13,3,1,80,1,6,2,3,6,5,1,2
41,Non,Voyage_Souvent,840,Recherche et développement,9,3,Médical,1,999,1,Homme,64,3,5,Directeur/directrice de recherche,3,Divorcé(e),19419,3735,2,O,Non,17,3,2,80,1,21,2,4,18,16,0,11
27,Non,Voyage_Rarement,1134,Recherche et développement,16,4,Diplôme technique,1,1001,3,Femme,37,3,1,Technicien(ne) en laboratoire,2,Marié(e),2811,12086,9,O,Non,14,3,2,80,1,4,2,3,2,2,2,2
45,Non,Ne_Voyage_Pas,248,Recherche et développement,23,2,Sciences biologiques,1,1002,4,Homme,42,3,2,Technicien(ne) en laboratoire,1,Marié(e),3633,14039,1,O,Oui,15,3,3,80,1,9,2,3,9,8,0,8
47,Non,Voyage_Rarement,955,Ventes,4,2,Sciences biologiques,1,1003,4,Femme,83,3,2,Directeur/directrice commercial,4,Célibataire,4163,8571,1,O,Oui,17,3,3,80,0,9,0,3,9,0,0,7
30,Oui,Voyage_Rarement,138,Recherche et développement,22,3,Sciences biologiques,1,1004,1,Femme,48,3,1,Scientifique chercheur(e),3,Marié(e),2132,11539,4,O,Oui,11,3,2,80,0,7,2,3,5,2,0,1
50,Non,Voyage_Rarement,939,Recherche et développement,24,3,Sciences biologiques,1,1005,4,Homme,95,3,4,Chef de la production,3,Marié(e),13973,4161,3,O,Oui,18,3,4,80,1,22,2,3,12,11,1,5
38,Non,Voyage_Souvent,1391,Recherche et développement,10,1,Médical,1,1006,3,Homme,66,3,1,Scientifique chercheur(e),3,Marié(e),2684,12127,0,O,Non,17,3,2,80,1,3,0,2,2,1,0,2
46,Non,Voyage_Rarement,566,Recherche et développement,7,2,Médical,1,1007,4,Homme,75,3,3,Chef de la production,3,Divorcé(e),10845,24208,6,O,Non,13,3,2,80,1,13,3,3,8,7,0,7
24,Non,Voyage_Rarement,1206,Recherche et développement,17,1,Médical,1,1009,4,Femme,41,2,2,Chef de la production,3,Divorcé(e),4377,24117,1,O,Non,15,3,2,80,2,5,6,3,4,2,3,2
35,Oui,Voyage_Rarement,622,Recherche et développement,14,4,Autre,1,1010,3,Homme,39,2,1,Technicien(ne) en laboratoire,2,Divorcé(e),3743,10074,1,O,Oui,24,4,4,80,1,5,2,1,4,2,0,2
31,Non,Voyage_Souvent,853,Recherche et développement,1,1,Sciences biologiques,1,1011,3,Femme,96,3,2,Chef de la production,1,Marié(e),4148,11275,1,O,Non,12,3,3,80,1,4,1,3,4,3,0,3
18,Non,Ne_Voyage_Pas,287,Recherche et développement,5,2,Sciences biologiques,1,1012,2,Homme,73,3,1,Scientifique chercheur(e),4,Célibataire,1051,13493,1,O,Non,15,3,4,80,0,0,2,3,0,0,0,0
54,Non,Voyage_Rarement,1441,Recherche et développement,17,3,Diplôme technique,1,1013,3,Femme,56,3,3,Chef de la production,3,Marié(e),10739,13943,8,O,Non,11,3,3,80,1,22,2,3,10,7,0,8
35,Non,Voyage_Rarement,583,Recherche et développement,25,4,Médical,1,1014,3,Femme,57,3,3,Représentant(e) en santé,3,Divorcé(e),10388,6975,1,O,Oui,11,3,3,80,1,16,3,2,16,10,10,1
30,Non,Voyage_Rarement,153,Recherche et développement,8,2,Sciences biologiques,1,1015,2,Femme,73,4,3,Directeur/directrice de recherche,1,Marié(e),11416,17802,0,O,Oui,12,3,3,80,3,9,4,2,8,7,1,7
20,Oui,Voyage_Rarement,1097,Recherche et développement,11,3,Médical,1,1016,4,Femme,98,2,1,Scientifique chercheur(e),1,Célibataire,2600,18275,1,O,Oui,15,3,1,80,0,1,2,3,1,0,0,0
30,Oui,Voyage_Souvent,109,Recherche et développement,5,3,Médical,1,1017,2,Femme,60,3,1,Technicien(ne) en laboratoire,2,Célibataire,2422,25725,0,O,Non,17,3,1,80,0,4,3,3,3,2,1,2
26,Non,Voyage_Rarement,1066,Recherche et développement,2,2,Médical,1,1018,4,Homme,32,4,2,Chef de la production,4,Marié(e),5472,3334,1,O,Non,12,3,2,80,0,8,2,3,8,7,1,3
22,Non,Voyage_Rarement,217,Recherche et développement,8,1,Sciences biologiques,1,1019,2,Homme,94,1,1,Technicien(ne) en laboratoire,1,Marié(e),2451,6881,1,O,Non,15,3,1,80,1,4,3,2,4,3,1,1
48,Non,Voyage_Rarement,277,Recherche et développement,6,3,Sciences biologiques,1,1022,1,Homme,97,2,2,Représentant(e) en santé,3,Célibataire,4240,13119,2,O,Non,13,3,4,80,0,19,0,3,2,2,2,2
48,Non,Voyage_Rarement,1355,Recherche et développement,4,4,Sciences biologiques,1,1024,3,Homme,78,2,3,Représentant(e) en santé,3,Célibataire,10999,22245,7,O,Non,14,3,2,80,0,27,3,3,15,11,4,8
41,Non,Voyage_Rarement,549,Recherche et développement,7,2,Médical,1,1025,4,Femme,42,3,2,Chef de la production,3,Célibataire,5003,23371,6,O,Non,14,3,2,80,0,8,6,3,2,2,2,1
39,Non,Voyage_Rarement,466,Recherche et développement,1,1,Sciences biologiques,1,1026,4,Femme,65,2,4,Chef de la production,4,Marié(e),12742,7060,1,O,Non,16,3,3,80,1,21,3,3,21,6,11,8
27,Non,Voyage_Rarement,1055,Recherche et développement,2,4,Sciences biologiques,1,1027,1,Femme,47,3,2,Chef de la production,4,Marié(e),4227,4658,0,O,Non,18,3,2,80,1,4,2,3,3,2,2,2
35,Non,Voyage_Rarement,802,Recherche et développement,10,3,Autre,1,1028,2,Homme,45,3,1,Technicien(ne) en laboratoire,4,Divorcé(e),3917,9541,1,O,Non,20,4,1,80,1,3,4,2,3,2,1,2
42,Non,Voyage_Rarement,265,Ventes,5,2,Marketing,1,1029,4,Homme,90,3,5,Gestionnaire,3,Marié(e),18303,7770,6,O,Non,13,3,2,80,0,21,3,4,1,0,0,0
50,Non,Voyage_Rarement,804,Recherche et développement,9,3,Sciences biologiques,1,1030,1,Homme,64,3,1,Technicien(ne) en laboratoire,4,Marié(e),2380,20165,4,O,Non,18,3,2,80,0,8,5,3,1,0,0,0
59,Non,Voyage_Rarement,715,Recherche et développement,2,3,Sciences biologiques,1,1032,3,Femme,69,2,4,Chef de la production,4,Célibataire,13726,21829,3,O,Oui,13,3,1,80,0,30,4,3,5,3,4,3
37,Oui,Voyage_Rarement,1141,Recherche et développement,11,2,Médical,1,1033,1,Femme,61,1,2,Représentant(e) en santé,2,Marié(e),4777,14382,5,O,Non,15,3,1,80,0,15,2,1,1,0,0,0
55,Non,Voyage_Souvent,135,Recherche et développement,18,4,Médical,1,1034,3,Homme,62,3,2,Représentant(e) en santé,2,Marié(e),6385,12992,3,O,Oui,14,3,4,80,2,17,3,3,8,7,6,7
41,Non,Ne_Voyage_Pas,247,Recherche et développement,7,1,Sciences biologiques,1,1035,2,Femme,55,1,5,Directeur/directrice de recherche,3,Divorcé(e),19973,20284,1,O,Non,22,4,2,80,2,21,3,3,21,16,5,10
38,Non,Voyage_Rarement,1035,Ventes,3,4,Sciences biologiques,1,1036,2,Homme,42,3,2,Directeur/directrice commercial,4,Célibataire,6861,4981,8,O,Oui,12,3,3,80,0,19,1,3,1,0,0,0
26,Oui,Ne_Voyage_Pas,265,Ventes,29,2,Médical,1,1037,2,Homme,79,1,2,Directeur/directrice commercial,1,Célibataire,4969,21813,8,O,Non,18,3,4,80,0,7,6,3,2,2,2,2
52,Oui,Voyage_Rarement,266,Ventes,2,1,Marketing,1,1038,1,Femme,57,1,5,Gestionnaire,4,Marié(e),19845,25846,1,O,Non,15,3,4,80,1,33,3,3,32,14,6,9
44,Non,Voyage_Rarement,1448,Ventes,28,3,Médical,1,1039,4,Femme,53,4,4,Directeur/directrice commercial,4,Marié(e),13320,11737,3,O,Oui,18,3,3,80,1,23,2,3,12,11,11,11
50,Non,Ne_Voyage_Pas,145,Ventes,1,3,Sciences biologiques,1,1040,4,Femme,95,3,2,Directeur/directrice commercial,3,Marié(e),6347,24920,0,O,Non,12,3,1,80,1,19,3,3,18,7,0,13
36,Oui,Voyage_Rarement,885,Recherche et développement,16,4,Sciences biologiques,1,1042,3,Femme,43,4,1,Technicien(ne) en laboratoire,1,Célibataire,2743,8269,1,O,Non,16,3,3,80,0,18,1,3,17,13,15,14
39,Non,Voyage_Souvent,945,Recherche et développement,22,3,Médical,1,1043,4,Femme,82,3,3,Chef de la production,1,Célibataire,10880,5083,1,O,Oui,13,3,3,80,0,21,2,3,21,6,2,8
33,Non,Ne_Voyage_Pas,1038,Ventes,8,1,Sciences biologiques,1,1044,2,Femme,88,2,1,Représentant(e) commercial,4,Célibataire,2342,21437,0,O,Non,19,3,4,80,0,3,2,2,2,2,2,2
45,Non,Voyage_Rarement,1234,Ventes,11,2,Sciences biologiques,1,1045,4,Femme,90,3,4,Gestionnaire,4,Marié(e),17650,5404,3,O,Non,13,3,2,80,1,26,4,4,9,3,1,1
32,Non,Ne_Voyage_Pas,1109,Recherche et développement,29,4,Médical,1,1046,4,Femme,69,3,1,Technicien(ne) en laboratoire,3,Célibataire,4025,11135,9,O,Non,12,3,2,80,0,10,2,3,8,7,7,7
34,Non,Voyage_Rarement,216,Ventes,1,4,Marketing,1,1047,2,Homme,75,4,2,Directeur/directrice commercial,4,Divorcé(e),9725,12278,0,O,Non,11,3,4,80,1,16,2,2,15,1,0,9
59,Non,Voyage_Rarement,1089,Ventes,1,2,Diplôme technique,1,1048,2,Homme,66,3,3,Gestionnaire,4,Marié(e),11904,11038,3,O,Oui,14,3,3,80,1,14,1,1,6,4,0,4
45,Non,Voyage_Rarement,788,Ressources humaines,24,4,Médical,1,1049,2,Homme,36,3,1,Ressources humaines,2,Célibataire,2177,8318,1,O,Non,16,3,1,80,0,6,3,3,6,3,0,4
53,Non,Voyage_Souvent,124,Ventes,2,3,Marketing,1,1050,3,Femme,38,2,3,Directeur/directrice commercial,2,Marié(e),7525,23537,2,O,Non,12,3,1,80,1,30,2,3,15,7,6,12
36,Oui,Voyage_Rarement,660,Recherche et développement,15,3,Autre,1,1052,1,Homme,81,3,2,Technicien(ne) en laboratoire,3,Divorcé(e),4834,7858,7,O,Non,14,3,2,80,1,9,3,2,1,0,0,0
26,Oui,Voyage_Souvent,342,Recherche et développement,2,3,Sciences biologiques,1,1053,1,Homme,57,3,1,Scientifique chercheur(e),1,Marié(e),2042,15346,6,O,Oui,14,3,2,80,1,6,2,3,3,2,1,2
34,Non,Voyage_Rarement,1333,Ventes,10,4,Sciences biologiques,1,1055,3,Femme,87,3,1,Représentant(e) commercial,3,Marié(e),2220,18410,1,O,Oui,19,3,4,80,1,1,2,3,1,1,0,0
28,Non,Voyage_Rarement,1144,Ventes,10,1,Médical,1,1056,4,Homme,74,3,1,Représentant(e) commercial,2,Marié(e),1052,23384,1,O,Non,22,4,2,80,0,1,5,3,1,0,0,0
38,Non,Voyage_Souvent,1186,Recherche et développement,3,4,Autre,1,1060,3,Homme,44,3,1,Scientifique chercheur(e),3,Marié(e),2821,2997,3,O,Non,16,3,1,80,1,8,2,3,2,2,2,2
50,Non,Voyage_Rarement,1464,Recherche et développement,2,4,Médical,1,1061,2,Homme,62,3,5,Directeur/directrice de recherche,3,Marié(e),19237,12853,2,O,Oui,11,3,4,80,1,29,2,2,8,1,7,7
37,Non,Voyage_Rarement,124,Recherche et développement,3,3,Autre,1,1062,4,Femme,35,3,2,Représentant(e) en santé,2,Célibataire,4107,13848,3,O,Non,15,3,1,80,0,8,3,2,4,3,0,1
40,Non,Voyage_Rarement,300,Ventes,26,3,Marketing,1,1066,3,Homme,74,3,2,Directeur/directrice commercial,1,Marié(e),8396,22217,1,O,Non,14,3,2,80,1,8,3,2,7,7,7,5
26,Non,Voyage_Souvent,921,Recherche et développement,1,1,Médical,1,1068,1,Femme,66,2,1,Scientifique chercheur(e),3,Divorcé(e),2007,25265,1,O,Non,13,3,3,80,2,5,5,3,5,3,1,3
46,Non,Voyage_Rarement,430,Recherche et développement,1,4,Médical,1,1069,4,Homme,40,3,5,Directeur/directrice de recherche,4,Divorcé(e),19627,21445,9,O,Non,17,3,4,80,2,23,0,3,2,2,2,2
54,Non,Voyage_Rarement,1082,Ventes,2,4,Sciences biologiques,1,1070,3,Femme,41,2,3,Directeur/directrice commercial,3,Marié(e),10686,8392,6,O,Non,11,3,2,80,1,13,4,3,9,4,7,0
56,Non,Voyage_Souvent,1240,Recherche et développement,9,3,Médical,1,1071,1,Femme,63,3,1,Scientifique chercheur(e),3,Marié(e),2942,12154,2,O,Non,19,3,2,80,1,18,4,3,5,4,0,3
36,Non,Voyage_Rarement,796,Recherche et développement,12,5,Médical,1,1073,4,Femme,51,2,3,Chef de la production,4,Célibataire,8858,15669,0,O,Non,11,3,2,80,0,15,2,2,14,8,7,8
55,Non,Ne_Voyage_Pas,444,Recherche et développement,2,1,Médical,1,1074,3,Homme,40,2,4,Gestionnaire,1,Célibataire,16756,17323,7,O,Non,15,3,2,80,0,31,3,4,9,7,6,2
43,Non,Voyage_Rarement,415,Ventes,25,3,Médical,1,1076,3,Homme,79,2,3,Directeur/directrice commercial,4,Divorcé(e),10798,5268,5,O,Non,13,3,3,80,1,18,5,3,1,0,0,0
20,Oui,Voyage_Souvent,769,Ventes,9,3,Marketing,1,1077,4,Femme,54,3,1,Représentant(e) commercial,4,Célibataire,2323,17205,1,O,Oui,14,3,2,80,0,2,3,3,2,2,0,2
21,Oui,Voyage_Rarement,1334,Recherche et développement,10,3,Sciences biologiques,1,1079,3,Femme,36,2,1,Technicien(ne) en laboratoire,1,Célibataire,1416,17258,1,O,Non,13,3,1,80,0,1,6,2,1,0,1,0
46,Non,Voyage_Rarement,1003,Recherche et développement,8,4,Sciences biologiques,1,1080,4,Femme,74,2,2,Scientifique chercheur(e),1,Divorcé(e),4615,21029,8,O,Oui,23,4,1,80,3,19,2,3,16,13,1,7
51,Oui,Voyage_Rarement,1323,Recherche et développement,4,4,Sciences biologiques,1,1081,1,Homme,34,3,1,Scientifique chercheur(e),3,Marié(e),2461,10332,9,O,Oui,12,3,3,80,3,18,2,4,10,0,2,7
28,Oui,Ne_Voyage_Pas,1366,Recherche et développement,24,2,Diplôme technique,1,1082,2,Homme,72,2,3,Représentant(e) en santé,1,Célibataire,8722,12355,1,O,Non,12,3,1,80,0,10,2,2,10,7,1,9
26,Non,Voyage_Rarement,192,Recherche et développement,1,2,Médical,1,1083,1,Homme,59,2,1,Technicien(ne) en laboratoire,1,Marié(e),3955,11141,1,O,Non,16,3,1,80,2,6,2,3,5,3,1,3
30,Non,Voyage_Rarement,1176,Recherche et développement,20,3,Autre,1,1084,3,Homme,85,3,2,Chef de la production,1,Marié(e),9957,9096,0,O,Non,15,3,3,80,1,7,1,2,6,2,0,2
41,Non,Voyage_Rarement,509,Recherche et développement,7,2,Diplôme technique,1,1085,2,Femme,43,4,1,Scientifique chercheur(e),3,Marié(e),3376,18863,1,O,Non,13,3,3,80,0,10,3,3,10,6,0,8
38,Non,Voyage_Rarement,330,Recherche et développement,17,1,Sciences biologiques,1,1088,3,Femme,65,2,3,Représentant(e) en santé,3,Marié(e),8823,24608,0,O,Non,18,3,1,80,1,20,4,2,19,9,1,9
40,Non,Voyage_Rarement,1492,Recherche et développement,20,4,Diplôme technique,1,1092,1,Homme,61,3,3,Représentant(e) en santé,4,Marié(e),10322,26542,4,O,Non,20,4,4,80,1,14,6,3,11,10,11,1
27,Non,Ne_Voyage_Pas,1277,Recherche et développement,8,5,Sciences biologiques,1,1094,1,Homme,87,1,1,Technicien(ne) en laboratoire,3,Marié(e),4621,5869,1,O,Non,19,3,4,80,3,3,4,3,3,2,1,2
55,Non,Voyage_Souvent,1091,Recherche et développement,2,1,Sciences biologiques,1,1096,4,Homme,65,3,3,Chef de la production,2,Marié(e),10976,15813,3,O,Non,18,3,2,80,1,23,4,3,3,2,1,2
28,Non,Voyage_Rarement,857,Recherche et développement,10,3,Autre,1,1097,3,Femme,59,3,2,Scientifique chercheur(e),3,Célibataire,3660,7909,3,O,Non,13,3,4,80,0,10,4,4,8,7,1,7
44,Oui,Voyage_Rarement,1376,Ressources humaines,1,2,Médical,1,1098,2,Homme,91,2,3,Ressources humaines,1,Marié(e),10482,2326,9,O,Non,14,3,4,80,1,24,1,3,20,6,3,6
33,Non,Voyage_Rarement,654,Recherche et développement,5,3,Sciences biologiques,1,1099,4,Homme,34,2,3,Représentant(e) en santé,4,Divorcé(e),7119,21214,4,O,Non,15,3,3,80,1,9,2,3,3,2,1,2
35,Oui,Voyage_Rarement,1204,Ventes,4,3,Diplôme technique,1,1100,4,Homme,86,3,3,Directeur/directrice commercial,1,Célibataire,9582,10333,0,O,Oui,22,4,1,80,0,9,2,3,8,7,4,7
33,Oui,Voyage_Souvent,827,Recherche et développement,29,4,Médical,1,1101,1,Femme,54,2,2,Scientifique chercheur(e),3,Célibataire,4508,3129,1,O,Non,22,4,2,80,0,14,4,3,13,7,3,8
28,Non,Voyage_Rarement,895,Recherche et développement,15,2,Sciences biologiques,1,1102,1,Homme,50,3,1,Technicien(ne) en laboratoire,3,Divorcé(e),2207,22482,1,O,Non,16,3,4,80,1,4,5,2,4,2,2,2
34,Non,Voyage_Souvent,618,Recherche et développement,3,1,Sciences biologiques,1,1103,1,Homme,45,3,2,Représentant(e) en santé,4,Célibataire,7756,22266,0,O,Non,17,3,3,80,0,7,1,2,6,2,0,4
37,Non,Voyage_Rarement,309,Ventes,10,4,Sciences biologiques,1,1105,4,Femme,88,2,2,Directeur/directrice commercial,4,Divorcé(e),6694,24223,2,O,Oui,14,3,3,80,3,8,5,3,1,0,0,0
25,Oui,Voyage_Rarement,1219,Recherche et développement,4,1,Diplôme technique,1,1106,4,Homme,32,3,1,Technicien(ne) en laboratoire,4,Marié(e),3691,4605,1,O,Oui,15,3,2,80,1,7,3,4,7,7,5,6
26,Oui,Voyage_Rarement,1330,Recherche et développement,21,3,Médical,1,1107,1,Homme,37,3,1,Technicien(ne) en laboratoire,3,Divorcé(e),2377,19373,1,O,Non,20,4,3,80,1,1,0,2,1,1,0,0
33,Oui,Voyage_Rarement,1017,Recherche et développement,25,3,Médical,1,1108,1,Homme,55,2,1,Scientifique chercheur(e),2,Célibataire,2313,2993,4,O,Oui,20,4,2,80,0,5,0,3,2,2,2,2
42,Non,Voyage_Rarement,469,Recherche et développement,2,2,Médical,1,1109,4,Homme,35,3,4,Gestionnaire,1,Marié(e),17665,14399,0,O,Non,17,3,4,80,1,23,3,3,22,6,13,7
28,Oui,Voyage_Souvent,1009,Recherche et développement,1,3,Médical,1,1111,1,Homme,45,2,1,Technicien(ne) en laboratoire,2,Divorcé(e),2596,7160,1,O,Non,15,3,1,80,2,1,2,3,1,0,0,0
50,Oui,Voyage_Souvent,959,Ventes,1,4,Autre,1,1113,4,Homme,81,3,2,Directeur/directrice commercial,3,Célibataire,4728,17251,3,O,Oui,14,3,4,80,0,5,4,3,0,0,0,0
33,Non,Voyage_Souvent,970,Ventes,7,3,Sciences biologiques,1,1114,4,Femme,30,3,2,Directeur/directrice commercial,2,Marié(e),4302,13401,0,O,Non,17,3,3,80,1,4,3,3,3,2,0,2
34,Non,Ne_Voyage_Pas,697,Recherche et développement,3,4,Sciences biologiques,1,1115,3,Homme,40,2,1,Scientifique chercheur(e),4,Marié(e),2979,22478,3,O,Non,17,3,4,80,3,6,2,3,0,0,0,0
48,Non,Ne_Voyage_Pas,1262,Recherche et développement,1,4,Médical,1,1116,1,Homme,35,4,4,Gestionnaire,4,Célibataire,16885,16154,2,O,Non,22,4,3,80,0,27,3,2,5,4,2,1
45,Non,Ne_Voyage_Pas,1050,Ventes,9,4,Sciences biologiques,1,1117,2,Femme,65,2,2,Directeur/directrice commercial,3,Marié(e),5593,17970,1,O,Non,13,3,4,80,1,15,2,3,15,10,4,12
52,Non,Voyage_Rarement,994,Recherche et développement,7,4,Sciences biologiques,1,1118,2,Homme,87,3,3,Représentant(e) en santé,2,Célibataire,10445,15322,7,O,Non,19,3,4,80,0,18,4,3,8,6,4,0
38,Non,Voyage_Rarement,770,Ventes,10,4,Marketing,1,1119,3,Homme,73,2,3,Directeur/directrice commercial,3,Divorcé(e),8740,5569,0,O,Oui,14,3,2,80,2,9,2,3,8,7,2,7
29,Non,Voyage_Rarement,1107,Recherche et développement,28,4,Sciences biologiques,1,1120,3,Femme,93,3,1,Scientifique chercheur(e),4,Divorcé(e),2514,26968,4,O,Non,22,4,1,80,1,11,1,3,7,5,1,7
28,Non,Voyage_Rarement,950,Recherche et développement,3,3,Médical,1,1121,4,Femme,93,3,3,Chef de la production,2,Divorcé(e),7655,8039,0,O,Non,17,3,2,80,3,10,3,2,9,7,1,7
46,Non,Voyage_Rarement,406,Ventes,3,1,Marketing,1,1124,1,Homme,52,3,4,Gestionnaire,3,Marié(e),17465,15596,3,O,Non,12,3,4,80,1,23,3,3,12,9,4,9
38,Non,Voyage_Rarement,130,Ventes,2,2,Marketing,1,1125,4,Homme,32,3,3,Directeur/directrice commercial,2,Célibataire,7351,20619,7,O,Non,16,3,3,80,0,10,2,3,1,0,0,0
43,Non,Voyage_Souvent,1082,Recherche et développement,27,3,Sciences biologiques,1,1126,3,Femme,83,3,3,Chef de la production,1,Marié(e),10820,11535,8,O,Non,11,3,3,80,1,18,1,3,8,7,0,1
39,Oui,Voyage_Souvent,203,Recherche et développement,2,3,Sciences biologiques,1,1127,1,Homme,84,3,4,Représentant(e) en santé,4,Divorcé(e),12169,13547,7,O,Non,11,3,4,80,3,21,4,3,18,7,11,5
40,Non,Voyage_Rarement,1308,Recherche et développement,14,3,Médical,1,1128,3,Homme,44,2,5,Directeur/directrice de recherche,3,Célibataire,19626,17544,1,O,Non,14,3,1,80,0,21,2,4,20,7,4,9
21,Non,Voyage_Rarement,984,Recherche et développement,1,1,Diplôme technique,1,1131,4,Femme,70,2,1,Scientifique chercheur(e),2,Célibataire,2070,25326,1,O,Oui,11,3,3,80,0,2,6,4,2,2,2,2
39,Non,Ne_Voyage_Pas,439,Recherche et développement,9,3,Sciences biologiques,1,1132,3,Homme,70,3,2,Technicien(ne) en laboratoire,2,Célibataire,6782,8770,9,O,Non,15,3,3,80,0,9,2,2,5,4,0,3
36,Non,Ne_Voyage_Pas,217,Recherche et développement,18,4,Sciences biologiques,1,1133,1,Homme,78,3,2,Chef de la production,4,Célibataire,7779,23238,2,O,Non,20,4,1,80,0,18,0,3,11,9,0,9
31,Non,Voyage_Souvent,793,Ventes,20,3,Sciences biologiques,1,1135,3,Homme,67,4,1,Représentant(e) commercial,4,Marié(e),2791,21981,0,O,Non,12,3,1,80,1,3,4,3,2,2,2,2
28,Non,Voyage_Rarement,1451,Recherche et développement,2,1,Sciences biologiques,1,1136,1,Homme,67,2,1,Scientifique chercheur(e),2,Marié(e),3201,19911,0,O,Non,17,3,1,80,0,6,2,1,5,3,0,4
35,Non,Voyage_Souvent,1182,Ventes,11,2,Marketing,1,1137,4,Homme,54,3,2,Directeur/directrice commercial,4,Divorcé(e),4968,18500,1,O,Non,11,3,4,80,1,5,3,3,5,2,0,2
49,Non,Voyage_Rarement,174,Ventes,8,4,Diplôme technique,1,1138,4,Homme,56,2,4,Directeur/directrice commercial,2,Marié(e),13120,11879,6,O,Non,17,3,2,80,1,22,3,3,9,8,2,3
34,Non,Voyage_Souvent,1003,Recherche et développement,2,2,Sciences biologiques,1,1140,4,Homme,95,3,2,Chef de la production,3,Célibataire,4033,15834,2,O,Non,11,3,4,80,0,5,3,2,3,2,0,2
